EmployeePPPER,Status,ZipCode,Sex,Eeoc,Shift,BaseRate,Grade,Training,LastEval,StartEval,Education,StartGrade,StartRate,Experience,EngagementIndex,CommitmentIndex,Unscheduled,Tenure,Age,EntryAge,CareerAge,CareerStage,ServiceLength,SalaryProg,JobLevelProg,AvgEval,LastPromotion,TotalEmployment
1550,TERM,75042,M,WHITE,1,13.89,21,5000,2,0,2,16,8.88,27,6,3,9,0,53,48,48,3,1,5.01,5,1,0,27
1551,ACTIVE,75038,F,WHITE,1,18.22,37,5000,4,4,4,32,14.23,1,9,10,1,5,27,22,27,2,4,0.8,1,4,4,6
1552,ACTIVE,75028,F,WHITE,1,26.7,54,5000,2,2,5,53,17.7,2,1,5,6,5,28,23,28,2,4,1.8,0.2,2,5,7
1553,TERM,75022,F,WHITE,1,9.55,6,5000,7,7,1,5,6,2,5,4,9,0,25,23,23,1,1,3.55,1,7,0,2
1554,TERM,75002,F,WHITE,2,6.71,1,1000,7,5,0,2,6,0,2,1,10,1,21,16,17,1,2,0.71,-1,6,1,1
1555,TERM,75028,M,WHITE,2,7.57,5,5000,8,1,1,4,6,0,3,3,8,1,25,21,22,1,2,1.57,1,4.5,1,1
1556,TERM,75042,F,WHITE,1,8.5,6,5000,1,6,1,0,2.4,5,3,4,2,0,31,26,26,2,1,6.1,6,3.5,0,5
1557,TERM,75032,M,WHITE,1,6.31,1,1000,6,1,0,0,6,0,2,4,3,1,21,16,17,1,2,0.31,1,3.5,1,1
1558,TERM,75020,M,WHITE,1,8.83,8,5000,1,4,1,7,6,1,3,3,8,1,27,22,23,1,2,2.83,1,2.5,0,2
1559,ACTIVE,75042,F,WHITE,1,18.6,37,5000,8,8,4,36,18.04,8,5,6,9,4,33,29,33,2,3,0.14,0.25,8,3,12
1560,ACTIVE,75001,M,WHITE,1,10.34,3,3000,1,7,0,4,8.95,45,10,7,4,4,71,66,71,4,3,0.35,-0.25,4,4,49
1561,ACTIVE,75055,F,WHITE,1,14.44,17,5000,5,5,2,10,4.9,15,3,7,6,4,41,36,41,3,3,2.39,1.75,5,4,19
1562,TERM,75022,F,WHITE,1,13.01,9,5000,7,7,1,9,6,27,2,4,7,2,53,48,51,4,3,3.51,0,7,2,29
1563,TERM,75028,F,WHITE,1,8.49,5,5000,2,1,1,1,6,7,5,3,2,0,32,28,28,2,1,2.49,4,1.5,0,7
1564,ACTIVE,75028,F,WHITE,1,7.63,1,1000,8,8,0,0,6,0,7,7,6,4,20,16,20,1,3,0.41,0.25,8,3,4
1565,TERM,75011,F,WHITE,1,6.31,1,1000,6,2,0,6,6,0,5,3,7,0,20,15,16,1,1,0.31,-5,4,0,0
1566,TERM,75042,F,WHITE,1,16.39,37,5000,6,2,4,34,14.24,29,8,6,3,0,54,50,50,4,1,2.15,3,4,0,29
1567,ACTIVE,75032,F,WHITE,1,16.23,21,5000,1,2,2,18,13.97,0,10,5,10,4,25,21,25,2,3,0.57,0.75,1.5,4,4
1568,ACTIVE,75011,M,WHITE,2,19.57,34,5000,5,2,3,25,9.86,11,7,4,2,4,37,32,37,3,3,2.43,2.25,3.5,1,15
1569,ACTIVE,75018,F,WHITE,1,18.85,50,5000,3,0,5,46,15.93,4,1,3,6,4,29,25,29,2,3,0.73,1,1.5,4,8
1570,TERM,75018,M,WHITE,1,5.15,1,1000,5,3,0,2,6,0,5,4,5,1,22,17,18,1,2,-0.85,-1,4,1,1
1571,TERM,75018,F,WHITE,1,5.15,1,1000,5,1,0,8,6,0,3,4,9,1,22,17,18,1,2,-0.85,-7,3,1,1
1572,ACTIVE,75062,M,WHITE,2,7.63,1,1000,8,0,0,3,6,0,4,6,4,4,19,14,19,1,3,0.41,-0.5,4,4,4
1573,TERM,75012,F,WHITE,1,8.14,5,5000,1,6,1,3,6,0,8,6,10,2,24,20,22,1,3,1.07,1,3.5,1,2
1574,ACTIVE,75062,F,WHITE,1,10.29,6,5000,2,5,1,4,4.55,3,5,7,5,4,29,24,29,2,3,1.44,0.5,3.5,4,7
1575,TERM,75018,F,WHITE,1,8.5,6,5000,1,2,1,4,6,10,5,7,1,0,35,31,31,2,1,2.5,2,1.5,0,10
1576,TERM,75012,F,WHITE,1,6.31,1,1000,6,1,0,7,6,7,7,5,1,1,32,28,29,2,2,0.31,-6,3.5,0,8
1577,ACTIVE,75018,F,WHITE,1,0,5,5000,0,1,1,1,5.8,0,10,9,9,4,25,20,25,2,3,-1.45,1,0.5,4,4
1578,ACTIVE,75032,F,WHITE,1,10.43,8,5000,3,1,1,3,1.31,10,3,5,7,4,35,31,35,3,3,2.28,1.25,2,4,14
1579,TERM,75042,F,WHITE,1,7.9,5,5000,10,5,1,4,6,17,2,3,6,1,42,38,38,3,2,1.9,1,7.5,1,18
1580,TERM,75032,F,WHITE,1,9.09,7,5000,4,1,1,5,6,8,5,5,1,1,33,29,30,2,2,3.09,2,2.5,1,9
1581,TERM,75038,F,WHITE,3,9.76,5,5000,9,7,1,4,1.06,8,3,3,5,3,33,29,32,2,3,2.9,0.33,8,2,11
1582,ACTIVE,75028,F,WHITE,1,10.3,5,5000,2,6,1,2,6,3,4,4,10,4,28,24,28,2,3,1.08,0.75,4,1,7
1583,TERM,75022,F,WHITE,3,9.2,5,5000,6,2,1,3,6,0,3,3,9,1,24,20,21,1,2,3.2,2,4,1,1
1584,TERM,75002,F,WHITE,1,6.31,1,1000,6,2,0,1,6,0,7,8,6,0,25,21,21,1,1,0.31,0,4,0,0
1585,ACTIVE,75001,F,WHITE,2,9.76,5,5000,9,9,1,3,6,5,5,7,4,1,27,26,27,2,2,3.76,2,9,1,6
1586,TERM,75055,F,WHITE,1,5.15,1,1000,5,2,0,6,6,9,0,2,6,0,34,30,30,2,1,-0.85,-5,3.5,0,9
1587,ACTIVE,75022,F,WHITE,1,10.3,5,5000,2,1,1,1,6,4,10,7,5,4,29,25,29,2,3,1.08,1,1.5,1,8
1588,TERM,75028,F,WHITE,1,8.74,5,5000,4,2,1,1,7.91,3,4,7,5,1,28,24,24,1,2,0.83,4,3,1,4
1589,ACTIVE,75028,F,WHITE,1,10.93,5,5000,5,5,1,1,6,10,3,5,7,4,36,31,36,3,3,1.23,1,5,4,14
1590,ACTIVE,75042,F,WHITE,3,13.89,17,5000,6,3,2,12,6,3,4,3,8,4,28,24,28,2,3,1.97,1.25,4.5,2,7
1591,TERM,75032,F,WHITE,1,8.76,6,5000,3,1,1,4,8.35,36,3,5,5,1,61,57,57,4,2,0.41,2,2,1,37
1592,ACTIVE,75020,M,WHITE,1,7.63,1,1000,8,4,0,5,6,0,2,1,8,4,21,16,21,1,3,0.41,-1,6,4,4
1593,TERM,75011,F,WHITE,1,7.9,5,5000,10,6,1,1,6,0,6,8,7,1,25,20,21,1,2,1.9,4,8,1,1
1594,ACTIVE,75018,M,WHITE,1,7.63,1,1000,8,3,0,3,6,0,4,6,4,4,19,15,19,1,3,0.41,-0.5,5.5,4,4
1595,TERM,75062,F,WHITE,2,6.12,1,1000,6,2,0,0,6,0,5,6,10,0,22,18,18,1,1,0.12,1,4,0,0
1596,TERM,75042,F,WHITE,1,6.5,1,1000,7,0,0,4,6,0,4,7,9,1,19,14,15,1,2,0.5,-3,3.5,1,1
1597,ACTIVE,75012,F,WHITE,1,9.62,5,5000,8,0,1,0,1.89,37,1,5,2,4,63,58,63,4,3,1.93,1.25,4,3,41
1598,ACTIVE,75018,F,WHITE,2,10.3,5,5000,2,1,1,0,6,28,8,6,1,4,54,49,54,4,3,1.08,1.25,1.5,2,32
1599,ACTIVE,75032,F,WHITE,1,24.76,49,5000,3,3,5,48,22.79,16,4,6,5,4,41,37,41,3,3,0.49,0.25,3,2,20
1600,TERM,75042,F,WHITE,1,8.93,5,5000,5,3,1,1,6,0,9,9,5,0,23,19,19,1,1,2.93,4,4,0,0
1601,TERM,75038,F,WHITE,1,15.42,25,5000,6,3,3,20,13.12,11,2,3,5,1,37,32,33,2,2,2.3,5,4.5,1,12
1602,ACTIVE,75028,M,WHITE,1,9.62,5,5000,8,8,1,5,6,34,5,4,0,4,59,55,59,4,3,0.91,0,8,4,38
1603,ACTIVE,75022,F,WHITE,1,10.43,8,5000,3,3,1,0,4.03,19,10,9,1,4,45,40,45,3,3,1.6,2,3,4,23
1604,ACTIVE,75002,F,WHITE,1,30.31,46,5000,4,4,5,38,28.79,25,5,3,0,4,51,46,51,4,3,0.38,2,4,4,29
1605,TERM,75001,F,WHITE,1,30,0,0,0,8,0,4,23.4,6,3,3,9,1,31,27,28,2,2,6.6,-4,4,1,7
1606,TERM,75055,F,WHITE,2,6.12,1,1000,6,3,0,3,6,0,4,7,7,0,20,16,16,1,1,0.12,-2,4.5,0,0
1607,ACTIVE,75038,M,WHITE,1,105,95,5000,5,1,10,94,98.88,57,10,6,0,4,83,78,83,4,3,1.53,0.25,3,4,61
1608,TERM,75028,F,WHITE,1,6.31,1,1000,6,0,0,2,6,0,7,5,10,1,22,18,18,1,2,0.31,-1,3,1,1
1609,TERM,75022,M,WHITE,1,7.98,5,5000,10,1,1,1,4.64,12,6,5,4,0,38,33,34,2,1,3.34,4,5.5,0,12
1610,TERM,75002,F,WHITE,1,6.31,1,1000,6,1,0,1,6,8,8,7,1,1,33,29,30,2,2,0.31,0,3.5,1,9
1611,TERM,75001,F,WHITE,1,9.43,5,5000,7,3,1,1,6,11,4,3,0,0,36,32,32,2,1,3.43,4,5,0,11
1612,TERM,75055,F,WHITE,1,15.82,25,5000,6,3,3,24,10.79,21,7,8,2,0,46,42,42,3,1,5.03,1,4.5,0,21
1613,TERM,75022,F,WHITE,1,6.26,3,3000,9,5,0,1,6,37,0,2,5,0,62,58,58,4,1,0.26,2,7,0,37
1614,ACTIVE,75028,F,WHITE,1,36.11,46,5000,1,1,5,37,35.19,18,10,8,3,4,44,39,44,3,3,0.23,2.25,1,4,22
1615,ACTIVE,75022,F,WHITE,1,36.26,58,5000,3,0,6,52,34.15,17,4,5,1,4,42,38,42,3,3,0.53,1.5,1.5,4,21
1616,TERM,75011,M,WHITE,1,7.35,1,1000,7,4,0,6,6,0,7,8,5,3,21,17,19,1,3,0.45,-1.67,5.5,3,3
1617,TERM,75028,F,WHITE,1,8.49,5,5000,2,3,1,2,6,16,5,8,9,0,41,37,37,3,1,2.49,3,2.5,0,16
1618,ACTIVE,75028,F,WHITE,1,9.71,5,5000,9,4,1,1,1.24,14,2,4,8,4,40,35,40,3,3,2.12,1,6.5,2,18
1619,TERM,75042,F,WHITE,1,9,5,5000,5,4,1,4,6,14,10,7,10,3,39,35,37,3,3,1,0.33,4.5,3,17
1620,ACTIVE,75032,F,WHITE,1,9,5,5000,5,4,1,4,6,4,3,4,1,2,28,25,28,2,3,1.5,0.5,4.5,2,6
1621,TERM,75020,F,WHITE,1,8,1,1000,8,6,0,1,6,0,6,6,7,3,23,19,22,1,3,0.67,0,7,1,3
1622,TERM,75011,M,WHITE,1,6.31,1,1000,6,2,0,3,6,0,6,5,6,0,23,19,19,1,1,0.31,-2,4,0,0
1623,ACTIVE,75018,F,WHITE,1,19.08,42,5000,1,9,4,32,14.07,12,5,3,3,4,38,33,38,3,3,1.25,2.5,5,2,16
1624,ACTIVE,75062,F,WHITE,1,25.75,41,5000,6,0,4,40,16.83,9,7,6,8,4,34,30,34,2,3,2.23,0.25,3,4,13
1625,ACTIVE,75012,F,WHITE,1,8.2,3,3000,5,1,0,6,6,0,3,5,1,4,25,21,25,2,3,0.55,-0.75,3,4,4
1626,TERM,75018,F,WHITE,1,7.14,1,1000,7,4,0,7,6,17,0,1,6,3,42,38,41,3,3,0.38,-2,5.5,3,20
1627,TERM,75032,F,WHITE,1,9.62,5,5000,8,4,1,2,6,27,2,2,3,3,52,48,51,4,3,1.21,1,6,3,30
1628,TERM,75042,F,WHITE,1,13.1,17,5000,3,6,2,9,6,7,7,4,4,1,32,28,29,2,2,7.1,8,4.5,1,8
1629,ACTIVE,75018,F,WHITE,1,19.92,43,5000,7,2,4,39,19,3,2,2,6,4,28,24,28,2,3,0.23,1,4.5,2,7
1630,ACTIVE,75032,M,WHITE,1,16.23,21,5000,1,4,2,16,7.03,8,10,7,9,4,33,29,33,2,3,2.3,1.25,2.5,4,12
1631,ACTIVE,75038,F,WHITE,1,15.47,21,5000,5,1,2,20,7.31,2,10,7,8,4,27,23,27,2,3,2.04,0.25,3,2,6
1632,TERM,75062,F,WHITE,1,6.12,1,1000,6,0,0,8,6,11,3,4,2,0,36,32,32,2,1,0.12,-7,3,0,11
1633,ACTIVE,75028,F,WHITE,1,9.55,6,5000,7,1,1,3,6,20,1,5,1,4,45,41,45,3,3,0.89,0.75,4,4,24
1634,ACTIVE,75022,F,WHITE,1,10.29,6,5000,2,4,1,4,1.84,0,6,7,6,4,23,18,23,1,3,2.11,0.5,3,4,4
1635,ACTIVE,75002,F,WHITE,1,9.55,6,5000,7,3,1,1,6,23,2,5,6,4,48,44,48,3,3,0.89,1.25,5,4,27
1636,TERM,75001,F,WHITE,1,6.31,1,1000,6,1,0,9,6,29,8,8,7,0,54,50,50,4,1,0.31,-8,3.5,0,29
1637,TERM,75055,F,WHITE,1,6.71,1,1000,7,4,0,3,6,0,6,5,0,2,20,16,18,1,3,0.36,-1,5.5,2,2
1638,ACTIVE,75022,F,WHITE,1,15.84,21,5000,3,2,2,18,8.47,0,6,5,9,4,24,20,24,1,3,1.84,0.75,2.5,3,4
1639,ACTIVE,75028,M,WHITE,1,15.47,21,5000,5,5,2,13,11.44,0,1,1,9,4,24,19,24,1,3,1.01,2,5,2,4
1640,TERM,75028,F,WHITE,1,7.35,1,1000,7,1,0,4,6,2,8,7,5,3,27,23,25,2,3,0.45,-1,4,2,5
1641,TERM,75012,F,WHITE,1,8.94,6,5000,4,3,1,5,6,12,0,3,2,2,37,33,35,3,3,1.47,0.5,3.5,1,14
1642,TERM,75028,F,WHITE,1,12.39,14,5000,3,4,1,10,8.59,22,9,9,1,0,47,43,43,3,1,3.8,4,3.5,0,22
1643,TERM,75042,M,WHITE,1,7.9,5,5000,10,7,1,1,6,33,7,6,4,1,58,54,55,4,2,1.9,4,8.5,1,34
1644,ACTIVE,75032,F,WHITE,1,17.06,3,3000,1,0,0,1,7.54,34,8,6,3,4,60,55,60,4,3,2.38,0.5,0.5,4,38
1645,ACTIVE,75020,F,WHITE,1,5.83,5,5000,9,6,1,5,6,0,3,4,4,4,21,17,21,1,3,-0.04,0,7.5,4,4
1646,TERM,75011,F,WHITE,1,12.29,1,1000,2,5,0,5,6,19,9,10,3,2,44,40,42,3,3,3.15,-2,3.5,2,21
1647,ACTIVE,75018,F,WHITE,1,12.38,3,3000,7,4,0,1,9.18,19,6,8,0,4,44,40,44,3,3,0.8,0.5,5.5,4,23
1648,ACTIVE,75062,F,WHITE,1,11.17,1,1000,1,1,0,0,6,28,1,3,7,4,53,49,53,4,3,1.29,0.25,1,4,32
1649,ACTIVE,75012,F,WHITE,1,17.03,3,3000,1,9,0,1,15.17,27,1,2,5,4,52,48,52,4,3,0.47,0.5,5,4,31
1650,ACTIVE,75018,F,WHITE,1,10.85,2,2000,2,1,0,2,10.3,23,6,8,5,4,48,44,48,3,3,0.14,0,1.5,4,27
1651,ACTIVE,75032,F,WHITE,1,10.41,1,1000,0,5,0,4,4.05,27,1,5,4,4,52,48,52,4,3,1.59,-0.75,2.5,4,31
1652,ACTIVE,75042,F,WHITE,1,11.91,2,2000,4,1,0,5,6,31,3,2,7,4,56,52,56,4,3,1.48,-0.75,2.5,3,35
1653,ACTIVE,75038,F,WHITE,1,33.44,4,4000,4,2,0,4,29.32,39,1,3,7,4,64,60,64,4,3,1.03,0,3,1,43
1654,ACTIVE,75028,F,WHITE,1,11.91,2,2000,4,3,0,1,11.26,34,9,7,8,4,60,55,60,4,3,0.16,0.25,3.5,1,38
1655,ACTIVE,75022,F,WHITE,1,9.61,1,1000,10,4,0,9,7.53,7,5,4,3,4,32,28,32,2,3,0.52,-2,7,1,11
1656,ACTIVE,75018,F,WHITE,1,17.35,25,5000,4,3,3,20,12.26,9,9,9,3,4,34,30,34,2,3,1.27,1.25,3.5,4,13
1657,TERM,75002,F,WHITE,1,13.92,17,5000,7,0,2,11,6.95,23,7,5,8,1,48,44,45,3,2,6.97,6,3.5,1,24
1658,ACTIVE,75001,M,WHITE,1,17.8,22,5000,2,6,2,21,15.39,19,5,6,6,4,44,40,44,3,3,0.6,0.25,4,4,23
1659,TERM,75055,F,WHITE,1,8.93,5,5000,5,2,1,4,0.8,10,6,4,6,0,35,31,31,2,1,8.13,1,3.5,0,10
1660,ACTIVE,NULL,F,WHITE,1,9.62,3,3000,9,0,0,1,6,31,1,1,0,4,56,52,56,4,3,0.91,0.5,4.5,2,35
1661,TERM,75032,F,WHITE,1,8.5,1,1000,9,6,0,6,6,12,7,6,9,3,37,33,36,3,3,0.83,-1.67,7.5,3,15
1662,TERM,75020,F,WHITE,1,11.35,3,3000,4,2,0,2,6,26,0,2,1,1,51,47,48,3,2,5.35,1,3,1,27
1663,ACTIVE,75022,F,WHITE,1,9.21,2,2000,8,4,0,5,6,13,3,7,9,4,38,34,38,3,3,0.8,-0.75,6,4,17
1664,ACTIVE,75028,F,WHITE,1,9.39,2,2000,9,7,0,7,6,18,10,8,8,4,43,39,43,3,3,0.85,-1.25,8,4,22
1665,ACTIVE,75028,F,WHITE,1,11.46,3,3000,4,0,0,0,3.81,9,5,4,2,4,34,30,34,2,3,1.91,0.75,2,1,13
1666,ACTIVE,75042,F,WHITE,1,27.36,4,4000,9,4,0,1,26.47,23,8,5,8,4,48,44,48,3,3,0.22,0.75,6.5,4,27
1667,ACTIVE,75032,F,WHITE,1,10.41,1,1000,0,3,0,4,6,28,4,4,4,4,53,49,53,4,3,1.1,-0.75,1.5,4,32
1668,ACTIVE,75020,F,WHITE,1,11.4,3,3000,4,6,0,0,6,23,2,3,7,4,48,44,48,3,3,1.35,0.75,5,4,27
1669,ACTIVE,75011,F,WHITE,1,9.28,2,2000,9,5,0,1,8.24,30,8,5,8,4,55,51,55,4,3,0.26,0.25,7,4,34
1670,ACTIVE,75018,F,WHITE,1,33.44,4,4000,4,2,0,1,24.99,16,3,6,2,4,41,37,41,3,3,2.11,0.75,3,4,20
1671,ACTIVE,75042,M,WHITE,1,67.31,95,5000,4,2,10,88,60.76,27,6,5,6,4,52,48,52,4,3,1.64,1.75,3,1,31
1672,ACTIVE,75062,M,WHITE,1,100.42,95,5000,10,3,10,86,94.99,30,3,2,8,4,55,51,55,4,3,1.36,2.25,6.5,4,34
1673,ACTIVE,75012,M,WHITE,1,80,95,5000,0,5,10,91,73.29,30,8,9,7,4,55,51,55,4,3,1.68,1,2.5,1,34
1674,ACTIVE,75018,F,WHITE,1,79.33,95,5000,6,1,10,94,70.73,30,8,5,8,4,55,51,55,4,3,2.15,0.25,3.5,4,34
1675,ACTIVE,75032,F,WHITE,1,10.62,2,2000,1,0,0,0,6.98,31,7,5,0,4,56,52,56,4,3,0.91,0.5,0.5,4,35
1676,ACTIVE,75042,F,WHITE,1,9.5,1,1000,10,2,0,4,6,24,8,9,5,4,49,45,49,3,3,0.88,-0.75,6,4,28
1677,ACTIVE,75038,F,WHITE,1,12.2,1,1000,2,6,0,4,4.01,19,7,8,4,4,44,40,44,3,3,2.05,-0.75,4,4,23
1678,ACTIVE,75028,F,WHITE,1,11.9,1,1000,2,3,0,0,7.69,15,9,6,9,4,40,36,40,3,3,1.05,0.25,2.5,4,19
1679,ACTIVE,75022,F,WHITE,1,7.73,5,5000,9,1,1,1,6,46,5,5,4,4,71,67,71,4,3,0.43,1,5,4,50
1680,ACTIVE,75002,F,WHITE,1,10.05,2,2000,0,1,0,5,0.55,19,7,6,2,4,44,40,44,3,3,2.38,-0.75,0.5,4,23
1681,TERM,75001,F,WHITE,1,8.92,3,3000,7,4,0,5,6,27,3,6,7,3,52,48,51,4,3,0.97,-0.67,5.5,0,30
1682,TERM,75055,F,WHITE,1,10.03,2,2000,0,9,0,2,8.02,27,7,6,3,2,52,48,50,4,3,1.01,0,4.5,2,29
1683,ACTIVE,75022,F,WHITE,1,15.84,21,5000,3,6,2,13,12.01,19,9,7,5,4,44,40,44,3,3,0.96,2,4.5,1,23
1684,TERM,75028,F,WHITE,1,6.92,2,2000,4,1,0,1,6,49,6,6,3,1,74,70,72,4,2,0.92,1,2.5,1,50
1685,ACTIVE,75028,F,WHITE,1,28.43,4,4000,4,2,0,6,19.52,11,1,3,3,4,36,32,36,3,3,2.23,-0.5,3,4,15
1686,ACTIVE,75042,F,WHITE,1,9.4,2,2000,9,5,0,3,6,33,7,7,7,4,58,54,58,4,3,0.85,-0.25,7,4,37
1687,TERM,75032,F,WHITE,1,8.33,5,5000,2,6,1,2,6,8,7,7,1,3,33,29,32,2,3,0.78,1,4,3,11
1688,TERM,75020,F,WHITE,1,16.98,3,3000,1,6,0,5,13.6,8,3,2,4,1,33,29,30,2,2,3.38,-2,3.5,1,9
1689,ACTIVE,75011,F,WHITE,1,8.83,2,2000,8,0,0,0,6,4,6,5,3,4,29,25,29,2,3,0.71,0.5,4,4,8
1690,ACTIVE,75018,F,WHITE,1,11.77,1,1000,2,2,0,4,10.14,23,2,5,9,4,48,44,48,3,3,0.41,-0.75,2,4,27
1691,ACTIVE,75062,F,WHITE,1,8.83,2,2000,8,4,0,1,6,5,1,2,3,4,30,26,30,2,3,0.71,0.25,6,4,9
1692,ACTIVE,75012,F,WHITE,1,25.44,4,4000,2,0,0,3,20.8,24,1,6,3,4,49,45,49,3,3,1.16,0.25,1,4,28
1693,ACTIVE,75018,F,WHITE,1,17.7,3,3000,3,2,0,4,11.57,31,9,9,5,4,57,52,57,4,3,1.53,-0.25,2.5,4,35
1694,ACTIVE,75032,F,WHITE,1,33.77,4,4000,5,4,0,5,24.57,7,2,4,7,4,32,28,32,2,3,2.3,-0.25,4.5,4,11
1695,ACTIVE,75042,F,WHITE,1,11.06,2,2000,2,0,0,1,8.35,17,6,5,0,4,42,38,42,3,3,0.68,0.25,1,4,21
1696,ACTIVE,75038,F,WHITE,1,9.11,2,2000,8,7,0,7,8.62,27,3,5,10,4,52,48,52,4,3,0.12,-1.25,7.5,4,31
1697,TERM,75028,F,WHITE,1,17.36,37,5000,2,5,4,35,9.95,21,4,5,3,0,46,42,42,3,1,7.41,2,3.5,0,21
1698,TERM,75022,F,WHITE,1,6.31,1,1000,6,2,0,6,6,0,4,3,1,0,23,18,19,1,1,0.31,-5,4,0,0
1699,ACTIVE,75002,F,WHITE,1,10.29,6,5000,2,4,1,2,2.5,19,0,5,2,4,44,40,44,3,3,1.95,1,3,4,23
1700,TERM,75001,F,WHITE,1,8.49,6,5000,1,5,1,1,6,15,6,6,5,1,41,36,37,3,2,2.49,5,3,0,16
1701,ACTIVE,75055,F,WHITE,1,10.29,6,5000,2,5,1,2,5.54,22,3,3,5,4,47,43,47,3,3,1.19,1,3.5,4,26
1702,ACTIVE,75022,F,WHITE,1,8.5,1,1000,9,1,0,2,6,20,1,3,8,4,45,41,45,3,3,0.63,-0.25,5,4,24
1703,ACTIVE,75038,F,WHITE,1,21.53,37,5000,7,0,4,32,18.06,37,2,3,9,4,62,58,62,4,3,0.87,1.25,3.5,4,41
1704,TERM,75011,F,WHITE,1,8.57,8,5000,9,1,1,5,6,35,0,3,2,0,60,56,56,4,1,2.57,3,5,0,35
1705,TERM,75032,F,WHITE,1,5.83,5,5000,9,5,1,4,6,0,0,1,4,3,24,20,23,1,3,-0.06,0.33,7,3,3
1706,TERM,75028,F,WHITE,1,25,39,5000,5,2,4,36,16.54,22,2,6,0,3,47,43,46,3,3,2.82,1,3.5,3,25
1707,TERM,75028,F,WHITE,1,22,37,5000,4,5,4,35,19.52,11,10,6,1,1,36,32,32,2,2,2.48,2,4.5,1,12
1708,ACTIVE,75028,M,WHITE,1,25,39,5000,5,3,4,31,15.91,15,3,4,7,4,40,36,40,3,3,2.27,2,4,1,19
1709,TERM,75022,M,WHITE,1,6.8,3,3000,0,9,0,1,6,0,9,10,4,1,25,21,22,1,2,0.8,2,4.5,0,1
1710,TERM,75002,F,WHITE,1,22.86,56,5000,0,1,6,56,16.61,19,4,6,4,1,44,40,41,3,2,6.25,0,0.5,1,20
1711,ACTIVE,75028,M,WHITE,1,9.71,5,5000,9,7,1,4,6,17,5,7,3,4,42,38,42,3,3,0.93,0.25,8,1,21
1712,ACTIVE,75028,F,WHITE,1,23.68,39,5000,4,3,4,33,14.56,9,2,4,6,4,34,30,34,2,3,2.28,1.5,3.5,1,13
1713,TERM,75042,F,WHITE,1,48.59,95,5000,6,2,10,87,48.06,33,1,4,9,3,58,54,57,4,3,0.18,2.67,4,3,36
1714,ACTIVE,75001,F,WHITE,2,10.3,5,5000,2,0,1,4,6,9,8,5,5,4,34,30,34,2,3,1.08,0.25,1,4,13
1715,TERM,75032,F,WHITE,1,6.12,1,1000,6,3,0,6,6,0,2,5,2,0,25,21,21,1,1,0.12,-5,4.5,0,0
1716,TERM,75020,M,WHITE,1,27.81,52,5000,6,2,5,44,18.85,23,1,5,7,0,48,44,45,3,1,8.96,8,4,0,23
1717,TERM,75011,F,WHITE,2,8.93,5,5000,5,4,1,3,0.33,0,9,8,6,0,24,20,20,1,1,8.6,2,4.5,0,0
1718,TERM,75018,F,WHITE,1,5.15,1,1000,5,1,0,7,6,0,9,10,4,0,25,21,21,1,1,-0.85,-6,3,0,0
1719,ACTIVE,75062,F,WHITE,1,11.4,3,3000,4,3,0,2,7,22,8,7,5,4,47,43,47,3,3,1.1,0.25,3.5,4,26
1720,TERM,75018,F,WHITE,1,7.35,1,1000,7,1,0,1,6,0,2,1,5,3,21,17,20,1,3,0.45,0,4,3,3
1721,ACTIVE,75032,F,WHITE,1,10.43,8,5000,3,6,1,2,6,21,8,8,1,4,46,42,46,3,3,1.11,1.5,4.5,4,25
1722,ACTIVE,75055,F,WHITE,1,16.67,21,5000,0,1,2,16,15.52,17,1,1,2,4,42,38,42,3,3,0.29,1.25,0.5,4,21
1723,TERM,75042,F,BLACK,1,9.58,8,5000,7,5,1,1,6,1,8,9,8,2,26,22,24,1,3,1.79,3.5,6,2,3
1724,ACTIVE,75022,F,WHITE,1,7.63,1,1000,8,1,0,1,6,37,0,2,7,4,62,58,62,4,3,0.41,0,4.5,4,41
1725,ACTIVE,75028,M,WHITE,1,117.79,95,5000,0,6,10,87,108.75,34,6,7,8,4,59,55,59,4,3,2.26,2,3,4,38
1726,TERM,75028,F,WHITE,1,8.74,5,5000,4,6,1,0,6,0,4,5,1,2,24,20,22,1,3,1.37,2.5,5,1,2
1727,TERM,75038,M,WHITE,1,7.57,5,5000,8,7,1,3,6,27,8,6,1,0,52,48,48,3,1,1.57,2,7.5,0,27
1728,TERM,75042,F,WHITE,1,6.12,1,1000,6,0,0,2,6,0,10,7,1,0,19,16,16,1,1,0.12,-1,3,0,0
1729,ACTIVE,75032,F,WHITE,1,8.92,7,5000,2,1,1,1,6,0,1,4,6,4,19,16,19,1,3,0.73,1.5,1.5,1,4
1730,TERM,75020,F,WHITE,1,6.84,1,1000,7,1,0,2,6,0,2,5,8,1,24,20,22,1,2,0.84,-1,4,1,1
1731,TERM,75028,F,WHITE,1,19.51,37,5000,2,6,4,27,9.9,18,7,8,8,0,43,39,39,3,1,9.61,10,4,0,18
1732,ACTIVE,75022,F,WHITE,1,15.02,17,5000,5,1,2,7,13.44,35,1,4,5,4,59,56,59,4,3,0.4,2.5,3,2,39
1734,TERM,75018,M,WHITE,1,8.66,5,5000,3,1,1,5,4.47,36,2,3,3,2,61,57,59,4,3,2.1,0,2,2,38
1735,TERM,75018,F,WHITE,1,5.15,1,1000,5,1,0,8,6,27,5,4,10,0,52,48,49,3,1,-0.85,-7,3,0,27
